,crime_type,Latitude,Longitude,Location,Month
156590,Bicycle theft,52.05086,-1.344549,On or near St Hughs Close,2016-03
156597,Bicycle theft,52.04903,-1.326231,On or near Dunlin Court,2016-03
156841,Bicycle theft,51.899668,-1.1528100000000001,On or near Sheep Street,2016-03
156987,Bicycle theft,51.819528000000005,-1.29555,On or near Harts Close,2016-03
157004,Bicycle theft,51.827728,-1.2986149999999999,On or near Flatford Place,2016-03
157416,Bicycle theft,52.152029,-0.660428,On or near Clifton Road,2016-03
157509,Bicycle theft,52.080338,-0.729923,On or near Holland Way,2016-03
157618,Bicycle theft,52.064307,-0.7249220000000001,On or near Christian Court,2016-03
157619,Bicycle theft,52.065318,-0.7261479999999999,On or near Pedestrian Subway,2016-03
157699,Bicycle theft,52.046639,-0.762799,On or near Coltsfoot Place,2016-03
157954,Bicycle theft,52.038868,-0.74473,On or near Porthleven Place,2016-03
157955,Bicycle theft,52.035742,-0.7466550000000001,On or near Kernow Crescent,2016-03
157982,Bicycle theft,52.043671,-0.744042,On or near Amelias Lane,2016-03
158020,Bicycle theft,52.043962,-0.754532,On or near Shopping Area,2016-03
158021,Bicycle theft,52.042808,-0.757612,On or near Central Milton Keynes Shopping Centre,2016-03
158022,Bicycle theft,52.044508,-0.753394,On or near Central Milton Keynes Shopping Centre,2016-03
158023,Bicycle theft,52.041428,-0.748712,On or near Nightclub,2016-03
158024,Bicycle theft,52.041078000000006,-0.7572369999999999,On or near Shopping Area,2016-03
158025,Bicycle theft,52.043962,-0.754532,On or near Shopping Area,2016-03
158026,Bicycle theft,52.043962,-0.754532,On or near Shopping Area,2016-03
158180,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2016-03
158181,Bicycle theft,52.038478000000005,-0.767412,On or near Upper Fourth Street,2016-03
158182,Bicycle theft,52.033431,-0.7731640000000001,On or near Parking Area,2016-03
158248,Bicycle theft,52.042196999999994,-0.8197559999999999,On or near Brick Close,2016-03
158385,Bicycle theft,52.047568,-0.698829,On or near Supermarket,2016-03
158598,Bicycle theft,52.032958,-0.756325,On or near Sports/Recreation Area,2016-03
158617,Bicycle theft,52.028397999999996,-0.759614,On or near Blackham Court,2016-03
158637,Bicycle theft,52.023025,-0.747185,On or near St Dunstans,2016-03
158740,Bicycle theft,52.019855,-0.740847,On or near Capron,2016-03
158926,Bicycle theft,51.999146,-0.8053319999999999,On or near Penhow Rise,2016-03
158927,Bicycle theft,52.003045,-0.807719,On or near Merman Rise,2016-03
158934,Bicycle theft,52.008289000000005,-0.765969,On or near Hurlstone Grove,2016-03
159017,Bicycle theft,52.004888,-0.776144,On or near Holton Hill,2016-03
159130,Bicycle theft,51.996774,-0.72738,On or near Park/Open Space,2016-03
159227,Bicycle theft,51.976292,-0.728237,On or near Skene Close,2016-03
159228,Bicycle theft,51.976564,-0.7259140000000001,On or near Burnmoor Close,2016-03
159229,Bicycle theft,51.976292,-0.728237,On or near Skene Close,2016-03
159263,Bicycle theft,51.989727,-0.719279,On or near Larch Grove,2016-03
159310,Bicycle theft,51.778355,-1.264418,On or near Mayfield Road,2016-03
159315,Bicycle theft,51.780082,-1.267347,On or near Grove Street,2016-03
159320,Bicycle theft,51.784307,-1.26006,On or near Water Eaton Road,2016-03
159333,Bicycle theft,51.786713,-1.265225,On or near Jackson Road,2016-03
159334,Bicycle theft,51.787985,-1.267393,On or near Hawksmoor Road,2016-03
159335,Bicycle theft,51.786162,-1.263393,On or near Buckler Road,2016-03
159343,Bicycle theft,51.775273999999996,-1.262034,On or near Ferry Pool Road,2016-03
159344,Bicycle theft,51.775259000000005,-1.2581200000000001,On or near Pedestrian Subway,2016-03
159352,Bicycle theft,51.771181,-1.271709,On or near Frenchay Road,2016-03
159356,Bicycle theft,51.767852000000005,-1.2584879999999998,On or near Bardwell Road,2016-03
159384,Bicycle theft,51.762691,-1.238707,On or near Parry Close,2016-03
159394,Bicycle theft,51.765845,-1.199166,On or near Sherwood Place,2016-03
159442,Bicycle theft,51.763871,-1.2198209999999998,On or near Hospital,2016-03
159443,Bicycle theft,51.763871,-1.2198209999999998,On or near Hospital,2016-03
159461,Bicycle theft,51.758331,-1.215584,On or near Further/Higher Educational Building,2016-03
159479,Bicycle theft,51.756615999999994,-1.2106299999999999,On or near Gardiner Street,2016-03
159480,Bicycle theft,51.757217,-1.215763,On or near Latimer Road,2016-03
159481,Bicycle theft,51.755164,-1.212553,On or near Cecil Sharp Place,2016-03
159531,Bicycle theft,51.755184,-1.227852,On or near Headington Road,2016-03
159546,Bicycle theft,51.752755,-1.196747,On or near Dorchester Close,2016-03
159552,Bicycle theft,51.755368,-1.20151,On or near Binswood Avenue,2016-03
159605,Bicycle theft,51.753712,-1.2575610000000002,On or near Ship Street,2016-03
159606,Bicycle theft,51.755927,-1.260915,On or near Further/Higher Educational Building,2016-03
159607,Bicycle theft,51.757202,-1.2606620000000002,On or near Wellington Place,2016-03
159608,Bicycle theft,51.752752,-1.260749,On or near Further/Higher Educational Building,2016-03
159609,Bicycle theft,51.750926,-1.260605,On or near Westgate Shopping Centre,2016-03
159610,Bicycle theft,51.752189,-1.2569629999999998,On or near Nightclub,2016-03
159611,Bicycle theft,51.753312,-1.251179,On or near Further/Higher Educational Building,2016-03
159612,Bicycle theft,51.754695,-1.259442,On or near Nightclub,2016-03
159613,Bicycle theft,51.752189,-1.2569629999999998,On or near Nightclub,2016-03
159614,Bicycle theft,51.752956,-1.2587760000000001,On or near Nightclub,2016-03
159615,Bicycle theft,51.758796000000004,-1.258216,On or near Further/Higher Educational Building,2016-03
159616,Bicycle theft,51.758796000000004,-1.258216,On or near Further/Higher Educational Building,2016-03
159617,Bicycle theft,51.755294,-1.253217,On or near Theatre/Concert Hall,2016-03
159618,Bicycle theft,51.754621,-1.259096,On or near Magdalen Street,2016-03
159619,Bicycle theft,51.754321999999995,-1.253103,On or near New College Lane,2016-03
159620,Bicycle theft,51.754695,-1.259442,On or near Nightclub,2016-03
159621,Bicycle theft,51.757560999999995,-1.25063,On or near Sports/Recreation Area,2016-03
159622,Bicycle theft,51.752371000000004,-1.258756,On or near Clarendon Shopping Centre,2016-03
159623,Bicycle theft,51.753178999999996,-1.250065,On or near Further/Higher Educational Building,2016-03
159821,Bicycle theft,51.75138,-1.2541799999999999,On or near Parking Area,2016-03
159822,Bicycle theft,51.749548,-1.2645389999999999,On or near Further/Higher Educational Building,2016-03
159823,Bicycle theft,51.750941999999995,-1.267384,On or near Osney Lane,2016-03
159824,Bicycle theft,51.751331,-1.256412,On or near Blue Boar Street,2016-03
159825,Bicycle theft,51.749214,-1.257156,On or near Rose Place,2016-03
159897,Bicycle theft,51.748727,-1.269796,On or near Gibbs Crescent,2016-03
159926,Bicycle theft,51.75734,-1.272569,On or near Venneit Close,2016-03
159961,Bicycle theft,51.752638,-1.228982,On or near Cheney Lane,2016-03
159962,Bicycle theft,51.754371,-1.223215,On or near Further/Higher Educational Building,2016-03
159963,Bicycle theft,51.754371,-1.223215,On or near Further/Higher Educational Building,2016-03
159985,Bicycle theft,51.746365999999995,-1.229595,On or near Bartlemas Road,2016-03
159986,Bicycle theft,51.746365999999995,-1.229595,On or near Bartlemas Road,2016-03
160006,Bicycle theft,51.748940000000005,-1.236867,On or near Princes Street,2016-03
160007,Bicycle theft,51.75079,-1.2378790000000002,On or near Glebe Street,2016-03
160008,Bicycle theft,51.748762,-1.232944,On or near Ablett Close,2016-03
160009,Bicycle theft,51.748762,-1.232944,On or near Ablett Close,2016-03
160054,Bicycle theft,51.751027,-1.241134,On or near Alan Bullock Close,2016-03
160055,Bicycle theft,51.749821999999995,-1.2426030000000001,On or near Dawson Street,2016-03
160056,Bicycle theft,51.749561,-1.239695,On or near Jeune Street,2016-03
160079,Bicycle theft,51.745509000000006,-1.237403,On or near Bullingdon Road,2016-03
160080,Bicycle theft,51.745971000000004,-1.240697,On or near Iffley Road,2016-03
160081,Bicycle theft,51.745509000000006,-1.237403,On or near Bullingdon Road,2016-03
160095,Bicycle theft,51.742601,-1.234048,On or near Catherine Street,2016-03
160112,Bicycle theft,51.747569,-1.236224,On or near Cowley Road,2016-03
160113,Bicycle theft,51.747805,-1.237958,On or near Moberly Close,2016-03
160114,Bicycle theft,51.747805,-1.237958,On or near Moberly Close,2016-03
160137,Bicycle theft,51.741401,-1.255865,On or near Edith Road,2016-03
160138,Bicycle theft,51.738647,-1.253926,On or near Green Place,2016-03
160152,Bicycle theft,51.746604999999995,-1.2598209999999999,On or near Baltic Wharf,2016-03
160165,Bicycle theft,51.745365,-1.256973,On or near Brook Street,2016-03
160170,Bicycle theft,51.739243,-1.20892,On or near William Morris Close,2016-03
160184,Bicycle theft,51.736211,-1.21672,On or near Oxford Road,2016-03
160197,Bicycle theft,51.742774,-1.200544,On or near Troy Close,2016-03
160211,Bicycle theft,51.737043,-1.205439,On or near Marshall Road,2016-03
160221,Bicycle theft,51.746097999999996,-1.204121,On or near Bulan Road,2016-03
160223,Bicycle theft,51.739466,-1.237215,On or near Parker Street,2016-03
160234,Bicycle theft,51.73584,-1.2410700000000001,On or near Weirs Lane,2016-03
160250,Bicycle theft,51.734448,-1.230232,On or near Cornwallis Close,2016-03
160285,Bicycle theft,51.731953000000004,-1.215997,On or near Templars Square Shopping Centre,2016-03
160310,Bicycle theft,51.731883,-1.218952,On or near Parking Area,2016-03
160327,Bicycle theft,51.727809,-1.224235,On or near Orchard Court,2016-03
160380,Bicycle theft,51.721922,-1.22464,On or near Dudgeon Drive,2016-03
160399,Bicycle theft,51.727878999999994,-1.2226270000000001,On or near Hillsborough Road,2016-03
160407,Bicycle theft,51.727269,-1.2188,On or near Littlemore Road,2016-03
160408,Bicycle theft,51.725497,-1.218585,On or near Goodey Close,2016-03
160440,Bicycle theft,51.721333,-1.186692,On or near Green Hill,2016-03
160509,Bicycle theft,51.718803,-1.196697,On or near Strawberry Path,2016-03
160590,Bicycle theft,51.467676000000004,-0.9748020000000001,On or near Church Street,2016-03
160591,Bicycle theft,51.467019,-0.974701,On or near Supermarket,2016-03
160631,Bicycle theft,51.467242999999996,-0.9736450000000001,On or near Supermarket,2016-03
160632,Bicycle theft,51.465934999999995,-0.9720620000000001,On or near Wolsey Road,2016-03
160671,Bicycle theft,51.467488,-0.963634,On or near Hardy Close,2016-03
160696,Bicycle theft,51.473015000000004,-1.036076,On or near Ferndale Close,2016-03
160764,Bicycle theft,51.455698999999996,-0.987232,On or near Petrol Station,2016-03
160765,Bicycle theft,51.455505,-0.986675,On or near Oxford Road,2016-03
160781,Bicycle theft,51.459012,-1.000286,On or near Chester Street,2016-03
160803,Bicycle theft,51.45746,-0.990129,On or near Salisbury Road,2016-03
160832,Bicycle theft,51.452754,-1.002365,On or near Elm Park,2016-03
160859,Bicycle theft,51.448959,-1.0204790000000001,On or near Stoneham Close,2016-03
160931,Bicycle theft,51.452526,-1.027714,On or near Conwy Close,2016-03
160994,Bicycle theft,51.452365,-0.961775,On or near The Grove,2016-03
161048,Bicycle theft,51.452811,-0.966385,On or near Bourne-Stevens Close,2016-03
161065,Bicycle theft,51.448935,-0.9745159999999999,On or near Temple Place,2016-03
161099,Bicycle theft,51.461183,-0.9736950000000001,On or near Parking Area,2016-03
161100,Bicycle theft,51.455869,-0.9706049999999999,On or near Shopping Area,2016-03
161101,Bicycle theft,51.455307,-0.9721,On or near Shopping Area,2016-03
161102,Bicycle theft,51.453515,-0.9769610000000001,On or near Parking Area,2016-03
161103,Bicycle theft,51.455890000000004,-0.977138,On or near Cheapside,2016-03
161104,Bicycle theft,51.457114000000004,-0.975211,On or near Supermarket,2016-03
161276,Bicycle theft,51.455593,-0.959672,On or near Gas Works Road,2016-03
161309,Bicycle theft,51.455472,-0.967433,On or near Abbey Square,2016-03
161310,Bicycle theft,51.454595,-0.9688629999999999,On or near Duke Street,2016-03
161311,Bicycle theft,51.453645,-0.971317,On or near Shopping Area,2016-03
161312,Bicycle theft,51.453708,-0.9712430000000001,On or near The Oracle Shopping Centre,2016-03
161377,Bicycle theft,51.451489,-0.980777,On or near Castle Hill,2016-03
161392,Bicycle theft,51.450396999999995,-0.944723,On or near The Mews,2016-03
161393,Bicycle theft,51.448879,-0.9439379999999999,On or near Hamilton Road,2016-03
161399,Bicycle theft,51.440978,-0.932365,On or near Whiteknights Road,2016-03
161400,Bicycle theft,51.440978,-0.932365,On or near Whiteknights Road,2016-03
161418,Bicycle theft,51.452436,-0.9494969999999999,On or near Granby Court,2016-03
161483,Bicycle theft,51.446406,-0.9846600000000001,On or near Carsdale Close,2016-03
161499,Bicycle theft,51.445739,-0.9689760000000001,On or near Mount Street,2016-03
161510,Bicycle theft,51.444326000000004,-0.9637700000000001,On or near Christchurch Road,2016-03
161533,Bicycle theft,51.448522,-0.967474,On or near Illiffe Close,2016-03
161545,Bicycle theft,51.442743,-0.9595899999999999,On or near Cintra Avenue,2016-03
161546,Bicycle theft,51.444045,-0.9563370000000001,On or near Southern Hill,2016-03
161553,Bicycle theft,51.449939,-0.962924,On or near Crown Place,2016-03
161608,Bicycle theft,51.442622,-1.020802,On or near Kestrel Way,2016-03
161641,Bicycle theft,51.428382,-0.9474020000000001,On or near Poplar Gardens,2016-03
161726,Bicycle theft,51.434649,-0.966564,On or near Brent Gardens,2016-03
161727,Bicycle theft,51.430532,-0.97595,On or near Whale Avenue,2016-03
161887,Bicycle theft,51.524907,-0.6148640000000001,On or near Waverley Road,2016-03
161888,Bicycle theft,51.527075,-0.615692,On or near Supermarket,2016-03
161889,Bicycle theft,51.527075,-0.615692,On or near Supermarket,2016-03
161890,Bicycle theft,51.527075,-0.615692,On or near Supermarket,2016-03
161955,Bicycle theft,51.519253000000006,-0.616549,On or near Yarmouth Road,2016-03
161956,Bicycle theft,51.52019,-0.6151800000000001,On or near Buckingham Avenue,2016-03
162006,Bicycle theft,51.51993,-0.645269,On or near Elmshott Lane,2016-03
162030,Bicycle theft,51.530012,-0.654038,On or near Windsor Lane,2016-03
162093,Bicycle theft,51.520429,-0.599707,On or near Regent Court,2016-03
162152,Bicycle theft,51.53025,-0.574465,On or near Opecks Close,2016-03
162297,Bicycle theft,51.510892,-0.593184,On or near Bus/Coach Station,2016-03
162298,Bicycle theft,51.510734,-0.590551,On or near Supermarket,2016-03
162299,Bicycle theft,51.510734,-0.590551,On or near Supermarket,2016-03
162300,Bicycle theft,51.510734,-0.590551,On or near Supermarket,2016-03
162301,Bicycle theft,51.510734,-0.590551,On or near Supermarket,2016-03
162372,Bicycle theft,51.513365,-0.591695,On or near Grays Place,2016-03
162467,Bicycle theft,51.508361,-0.633205,On or near St Margaret Way,2016-03
162492,Bicycle theft,51.505668,-0.602999,On or near Martin Road,2016-03
162556,Bicycle theft,51.511749,-0.612338,On or near John Taylor Court,2016-03
162557,Bicycle theft,51.51185,-0.607954,On or near Hartland Close,2016-03
162778,Bicycle theft,51.504523999999996,-0.598336,On or near Arborfield Close,2016-03
162812,Bicycle theft,51.502634,-0.5618270000000001,On or near Mortimer Road,2016-03
162869,Bicycle theft,51.494828999999996,-0.539211,On or near Eden Close,2016-03
162876,Bicycle theft,51.499487,-0.539941,On or near Parking Area,2016-03
162877,Bicycle theft,51.503036,-0.5404760000000001,On or near Willoughby Road,2016-03
163067,Bicycle theft,51.591442,-0.557638,On or near Orchehill Avenue,2016-03
163089,Bicycle theft,51.584528999999996,-0.561422,On or near Portland Park,2016-03
163126,Bicycle theft,51.571740999999996,-0.498825,On or near Park/Open Space,2016-03
163155,Bicycle theft,51.590738,-0.628714,On or near Petrol Station,2016-03
163190,Bicycle theft,51.537169,-0.618414,On or near Bishops Orchard,2016-03
163213,Bicycle theft,51.538032,-0.634509,On or near Farnham Lane,2016-03
163241,Bicycle theft,51.523073,-0.681226,On or near Parking Area,2016-03
163346,Bicycle theft,51.754674,-0.977198,On or near Edgehill,2016-03
163554,Bicycle theft,51.608371000000005,-1.2289,On or near Arun Mews,2016-03
163560,Bicycle theft,51.611554999999996,-1.259809,On or near Sports/Recreation Area,2016-03
163586,Bicycle theft,51.607058,-1.23994,On or near Shopping Area,2016-03
163661,Bicycle theft,51.598309,-1.123777,On or near New Road,2016-03
163676,Bicycle theft,51.604836999999996,-1.2261870000000001,On or near Magdalen Court,2016-03
163711,Bicycle theft,51.600362,-1.244441,On or near Abbott Close,2016-03
163811,Bicycle theft,51.550809,-0.9026379999999999,On or near Marlow Road,2016-03
163853,Bicycle theft,51.73386,-1.264851,On or near Manor Road,2016-03
163865,Bicycle theft,51.750988,-1.298558,On or near Church Way,2016-03
